-0.890161,-0.895308,-0.900024,-0.904409,-0.908431,-0.912105,-0.91547,-0.918566,-0.921424,-0.924046,-0.926489,-0.928739,-0.930815,-0.932755,-0.934574,-0.936271,-0.937865,-0.939347,-0.940745,-0.942061,-0.943288,-0.944462,-0.945555,-0.94659,-0.947576,-0.948512,-0.949404,-0.950256,-0.951051,-0.951813,-0.952545,-0.95324,-0.953905,-0.954544,-0.955155,-0.955739,-0.9563,-0.956839,-0.957354,-0.95785,-0.958334,-0.958796,-0.959239,-0.959672,-0.960088,-0.960487,-0.960874,-0.961252,-0.961616,-0.961971
-0.885085,-0.889458,-0.893514,-0.897286,-0.900807,-0.904092,-0.907169,-0.910039,-0.91273,-0.91522,-0.917578,-0.919795,-0.921881,-0.923846,-0.925705,-0.927461,-0.92912,-0.930698,-0.932193,-0.933614,-0.934968,-0.936254,-0.937476,-0.938646,-0.93976,-0.940822,-0.941836,-0.942791,-0.943712,-0.944603,-0.94545,-0.946269,-0.947057,-0.947813,-0.948541,-0.949245,-0.949916,-0.95057,-0.951201,-0.951815,-0.952395,-0.952961,-0.953506,-0.954041,-0.95455,-0.955051,-0.955528,-0.955995,-0.956442,-0.956891
-0.891,-0.894447,-0.897677,-0.900714,-0.903571,-0.906279,-0.908835,-0.911247,-0.913526,-0.915683,-0.917717,-0.919647,-0.921479,-0.923215,-0.924867,-0.926434,-0.927923,-0.929342,-0.930691,-0.931974,-0.9332,-0.934366,-0.93548,-0.936548,-0.937551,-0.938521,-0.939451,-0.940346,-0.941206,-0.942031,-0.942825,-0.943585,-0.944317,-0.945024,-0.9457,-0.946355,-0.946986,-0.947597,-0.948188,-0.948759,-0.94931,-0.949844,-0.950361,-0.950862,-0.95135,-0.951819,-0.952277,-0.95272,-0.95315,-0.95357
-0.908276,-0.910004,-0.911651,-0.913217,-0.9147,-0.916127,-0.917468,-0.918773,-0.92002,-0.921239,-0.922404,-0.923521,-0.924595,-0.92561,-0.926607,-0.927524,-0.928461,-0.929345,-0.930224,-0.931032,-0.931841,-0.93263,-0.933371,-0.934121,-0.93482,-0.935521,-0.936183,-0.936845,-0.937458,-0.938083,-0.938673,-0.939257,-0.939815,-0.940372,-0.94088,-0.941397,-0.941913,-0.9424,-0.942897,-0.943353,-0.943818,-0.944266,-0.944704,-0.945134,-0.945552,-0.945974,-0.946354,-0.946748,-0.947137,-0.947507
-0.911376,-0.915154,-0.918557,-0.921661,-0.924498,-0.927109,-0.929502,-0.931723,-0.933774,-0.935691,-0.93747,-0.939124,-0.940662,-0.942105,-0.943457,-0.944729,-0.94592,-0.947045,-0.948108,-0.94911,-0.950064,-0.950962,-0.951825,-0.952633,-0.953388,-0.954103,-0.954811,-0.955481,-0.956107,-0.956685,-0.957282,-0.957836,-0.958365,-0.958859,-0.959368,-0.959844,-0.960295,-0.960726,-0.961158,-0.961571,-0.961962,-0.962342,-0.962696,-0.963055,-0.963385,-0.963733,-0.964058,-0.964387,-0.964683,-0.964979
-0.908135,-0.911967,-0.915452,-0.918661,-0.921623,-0.924351,-0.926868,-0.929178,-0.931346,-0.933369,-0.935237,-0.936987,-0.938617,-0.940134,-0.941566,-0.9429,-0.94414,-0.945332,-0.946462,-0.947527,-0.948521,-0.949459,-0.95036,-0.951221,-0.952037,-0.952822,-0.953553,-0.954278,-0.954978,-0.955645,-0.956267,-0.956872,-0.957437,-0.957985,-0.958479,-0.958993,-0.959422,-0.959939,-0.960355,-0.960814,-0.961178,-0.96165,-0.962036,-0.962427,-0.962742,-0.963141,-0.96345,-0.963825,-0.964106,-0.964476
-0.897749,-0.899074,-0.900298,-0.901469,-0.902597,-0.903704,-0.904787,-0.905846,-0.90688,-0.907887,-0.908871,-0.909835,-0.910775,-0.911692,-0.912588,-0.913463,-0.914322,-0.915159,-0.91598,-0.916782,-0.917556,-0.918316,-0.919073,-0.919808,-0.920533,-0.921242,-0.921935,-0.922617,-0.923285,-0.92394,-0.924582,-0.925211,-0.925831,-0.926435,-0.927036,-0.927618,-0.928193,-0.928758,-0.929314,-0.929854,-0.930392,-0.930918,-0.931423,-0.931917,-0.932399,-0.932879,-0.93335,-0.933816,-0.934275,-0.934726
-0.86932,-0.874534,-0.879329,-0.883783,-0.887905,-0.891724,-0.895275,-0.898539,-0.901602,-0.904453,-0.907117,-0.909609,-0.911943,-0.914134,-0.916191,-0.918136,-0.919969,-0.921708,-0.923338,-0.924895,-0.926369,-0.927769,-0.929099,-0.930388,-0.931608,-0.932767,-0.933889,-0.934954,-0.935986,-0.936966,-0.937906,-0.938813,-0.939688,-0.940533,-0.941343,-0.942121,-0.942874,-0.943599,-0.9443,-0.944979,-0.945635,-0.946248,-0.94686,-0.947455,-0.948037,-0.948599,-0.949142,-0.949676,-0.950191,-0.950689
-0.88076,-0.882661,-0.884492,-0.886254,-0.887959,-0.889635,-0.891261,-0.892841,-0.894365,-0.895862,-0.897321,-0.898738,-0.900122,-0.901476,-0.902787,-0.904065,-0.905319,-0.906535,-0.907719,-0.908878,-0.910007,-0.911113,-0.912186,-0.913231,-0.91426,-0.915257,-0.916229,-0.91718,-0.918109,-0.919014,-0.9199,-0.920765,-0.921608,-0.922428,-0.923235,-0.92402,-0.924794,-0.925535,-0.926258,-0.926981,-0.92769,-0.92837,-0.92904,-0.929697,-0.930341,-0.930968,-0.931583,-0.932187,-0.932772,-0.933348
-0.894767,-0.898796,-0.902513,-0.905956,-0.909169,-0.912159,-0.91494,-0.91753,-0.919947,-0.922208,-0.924329,-0.926313,-0.928178,-0.929929,-0.931573,-0.933128,-0.934587,-0.935962,-0.937263,-0.9385,-0.939673,-0.940796,-0.941857,-0.942868,-0.943828,-0.94475,-0.945634,-0.946466,-0.947276,-0.948066,-0.948812,-0.949523,-0.950214,-0.950877,-0.951519,-0.952134,-0.952728,-0.953298,-0.95385,-0.954384,-0.9549,-0.9554,-0.955881,-0.95635,-0.956805,-0.957243,-0.95767,-0.958092,-0.958491,-0.958883
