-0.922505,-0.926953,-0.930686,-0.933873,-0.936639,-0.939069,-0.941222,-0.943155,-0.944891,-0.946464
-0.916675,-0.920494,-0.923822,-0.926765,-0.929395,-0.931746,-0.933874,-0.935809,-0.937577,-0.939204
-0.912721,-0.915884,-0.918719,-0.921281,-0.923619,-0.925758,-0.927732,-0.929548,-0.93123,-0.932795
-0.904722,-0.906777,-0.908687,-0.910493,-0.912193,-0.9138,-0.915319,-0.916755,-0.918121,-0.919418
-0.925512,-0.928201,-0.930607,-0.932774,-0.934749,-0.93655,-0.938202,-0.939728,-0.941142,-0.942457
-0.92539,-0.928158,-0.930628,-0.932867,-0.934899,-0.936756,-0.938457,-0.940028,-0.94148,-0.942832
-0.888993,-0.893829,-0.898141,-0.902018,-0.905525,-0.908728,-0.911622,-0.914266,-0.916723,-0.918955
-0.913571,-0.918416,-0.922455,-0.925908,-0.928904,-0.931548,-0.933896,-0.935996,-0.937894,-0.939626
-0.892117,-0.898062,-0.903227,-0.90774,-0.91171,-0.915225,-0.918355,-0.921172,-0.923718,-0.926033
-0.920124,-0.924659,-0.928492,-0.931766,-0.934651,-0.93723,-0.939498,-0.941501,-0.943334,-0.945002
-0.922674,-0.927093,-0.930771,-0.933904,-0.936619,-0.939003,-0.941113,-0.943,-0.944703,-0.94625
-0.819815,-0.827509,-0.83477,-0.84148,-0.8476,-0.853148,-0.858173,-0.862773,-0.866941,-0.870733
-0.895797,-0.902119,-0.907482,-0.912082,-0.916065,-0.919603,-0.922716,-0.925496,-0.928001,-0.930272
-0.925507,-0.927823,-0.92992,-0.931836,-0.933592,-0.935212,-0.936713,-0.938105,-0.939404,-0.940615
-0.926156,-0.930169,-0.933509,-0.936357,-0.938832,-0.941001,-0.94293,-0.944658,-0.946219,-0.947639
-0.926873,-0.928459,-0.929945,-0.931342,-0.932661,-0.933909,-0.935094,-0.93622,-0.937293,-0.938312
-0.925687,-0.929107,-0.932072,-0.93468,-0.937004,-0.939096,-0.940987,-0.942712,-0.944292,-0.945746
-0.927137,-0.93174,-0.935522,-0.938726,-0.941491,-0.943912,-0.946055,-0.947971,-0.949696,-0.951261
-0.918359,-0.922588,-0.926158,-0.929246,-0.931963,-0.934382,-0.936558,-0.93853,-0.940328,-0.941976
-0.926395,-0.930786,-0.934465,-0.937621,-0.940372,-0.942798,-0.944958,-0.946896,-0.948648,-0.950242
-0.92376,-0.928025,-0.931644,-0.934769,-0.937512,-0.939944,-0.942123,-0.94409,-0.945874,-0.947503
-0.867732,-0.87381,-0.87919,-0.883983,-0.888285,-0.892175,-0.895716,-0.898956,-0.901942,-0.904704
-0.92875,-0.932559,-0.935752,-0.938507,-0.940916,-0.94306,-0.944979,-0.946715,-0.948294,-0.949742
-0.925271,-0.929307,-0.932726,-0.935677,-0.938268,-0.940569,-0.942628,-0.944483,-0.946169,-0.94771
-0.907866,-0.912505,-0.916569,-0.92016,-0.923363,-0.926238,-0.928833,-0.931192,-0.93335,-0.935332
-0.921105,-0.925204,-0.928659,-0.931644,-0.934266,-0.936596,-0.938687,-0.940582,-0.942309,-0.943892
-0.93214,-0.935505,-0.938361,-0.940836,-0.943015,-0.944956,-0.946702,-0.948285,-0.94973,-0.95106
-0.925276,-0.930134,-0.934111,-0.937467,-0.940351,-0.942862,-0.945074,-0.947046,-0.948819,-0.95042
-0.929176,-0.932949,-0.936094,-0.938785,-0.941133,-0.943212,-0.945069,-0.946748,-0.948268,-0.949661
-0.922244,-0.925823,-0.92893,-0.931669,-0.934114,-0.93631,-0.938305,-0.940123,-0.941791,-0.943326
-0.913839,-0.917721,-0.921125,-0.924145,-0.926847,-0.929284,-0.931497,-0.933519,-0.935378,-0.937092
-0.925376,-0.928873,-0.931877,-0.934501,-0.936819,-0.938894,-0.940766,-0.942464,-0.94402,-0.945449
-0.927988,-0.931255,-0.934065,-0.936526,-0.938703,-0.940656,-0.942421,-0.944026,-0.945497,-0.946848
-0.918484,-0.922423,-0.92579,-0.928722,-0.93131,-0.933617,-0.935694,-0.937578,-0.9393,-0.940879
-0.933126,-0.936032,-0.938553,-0.940778,-0.942766,-0.944559,-0.94619,-0.947683,-0.949051,-0.950318
-0.93184,-0.935395,-0.938394,-0.940974,-0.94324,-0.94525,-0.947047,-0.948676,-0.950161,-0.951522
-0.911162,-0.915504,-0.919229,-0.922481,-0.925359,-0.927926,-0.930236,-0.932328,-0.934238,-0.935995
-0.933714,-0.936234,-0.938449,-0.940423,-0.942198,-0.943807,-0.945275,-0.946622,-0.947864,-0.949014
-0.92778,-0.931645,-0.934915,-0.937736,-0.9402,-0.942382,-0.94433,-0.946083,-0.947673,-0.949127
-0.940128,-0.942987,-0.945414,-0.947523,-0.949378,-0.951026,-0.952509,-0.953853,-0.95508,-0.956204
-0.92821,-0.932445,-0.935866,-0.938737,-0.941206,-0.943366,-0.945279,-0.946994,-0.948542,-0.949951
-0.930437,-0.934341,-0.937565,-0.940313,-0.942697,-0.944798,-0.946667,-0.948348,-0.94987,-0.951254
-0.929507,-0.933232,-0.936348,-0.939022,-0.941361,-0.943434,-0.945284,-0.94696,-0.948485,-0.949883
-0.930935,-0.933398,-0.935569,-0.937516,-0.939276,-0.940875,-0.942342,-0.943696,-0.944945,-0.946109
-0.930029,-0.933973,-0.937239,-0.940021,-0.942432,-0.94455,-0.946436,-0.948132,-0.949669,-0.951067
-0.897383,-0.899954,-0.90236,-0.904617,-0.906744,-0.908755,-0.910656,-0.912457,-0.914166,-0.915792
-0.93145,-0.933975,-0.936213,-0.938219,-0.940037,-0.941696,-0.94322,-0.944627,-0.945932,-0.947147
-0.922012,-0.92539,-0.928319,-0.930901,-0.933204,-0.935278,-0.937162,-0.938883,-0.940463,-0.941922
-0.918304,-0.922866,-0.926662,-0.929913,-0.932751,-0.935259,-0.937498,-0.939517,-0.941349,-0.943022
-0.917302,-0.921385,-0.924933,-0.928051,-0.930825,-0.933311,-0.935557,-0.937597,-0.939463,-0.941177
-0.93412,-0.937416,-0.940214,-0.942645,-0.944792,-0.946705,-0.948427,-0.949988,-0.951411,-0.952715
-0.9191,-0.922549,-0.925558,-0.928218,-0.930605,-0.932763,-0.934727,-0.936527,-0.938182,-0.939712
-0.932799,-0.936103,-0.938924,-0.941382,-0.943555,-0.945495,-0.947245,-0.948834,-0.950286,-0.951618
-0.934102,-0.937641,-0.940637,-0.943231,-0.94551,-0.947532,-0.949345,-0.950982,-0.95247,-0.953831
-0.935958,-0.939242,-0.94203,-0.944443,-0.946569,-0.948461,-0.950163,-0.951705,-0.953111,-0.954399
-0.925795,-0.929793,-0.933139,-0.936018,-0.938538,-0.94077,-0.94277,-0.944575,-0.946216,-0.947717
-0.924174,-0.928498,-0.932095,-0.935163,-0.937838,-0.940199,-0.942308,-0.944205,-0.945922,-0.94749
-0.933692,-0.937132,-0.940026,-0.942525,-0.944718,-0.94666,-0.948404,-0.94998,-0.951416,-0.952729
-0.929194,-0.932423,-0.935209,-0.937654,-0.939826,-0.941773,-0.943534,-0.94514,-0.94661,-0.947964
-0.93008,-0.93415,-0.937524,-0.940395,-0.942887,-0.945077,-0.947025,-0.948773,-0.950353,-0.951792
-0.883042,-0.886039,-0.888844,-0.891477,-0.89395,-0.896274,-0.898464,-0.900532,-0.902487,-0.904337
-0.922363,-0.926141,-0.929354,-0.932151,-0.934622,-0.93683,-0.938821,-0.940635,-0.942296,-0.943826
-0.928347,-0.932228,-0.935461,-0.938223,-0.940628,-0.942749,-0.944643,-0.946349,-0.947897,-0.949311
-0.9238,-0.927834,-0.931228,-0.934159,-0.936728,-0.939011,-0.941058,-0.942911,-0.944595,-0.946136
-0.926071,-0.929485,-0.932421,-0.934995,-0.937287,-0.939347,-0.941212,-0.942913,-0.944473,-0.945911
-0.925544,-0.929203,-0.932322,-0.935037,-0.937434,-0.939581,-0.941516,-0.943276,-0.944881,-0.946356
-0.913898,-0.918183,-0.921829,-0.925,-0.927803,-0.93031,-0.932571,-0.934623,-0.9365,-0.938223
