LABEL_1,LABEL_2,LABEL_3,LABEL_4,LABEL_5,LABEL_6,LABEL_7,LABEL_8,LABEL_9,LABEL_10,LABEL_11,LABEL_12,LABEL_13,LABEL_14,LABEL_15,LABEL_16,LABEL_17,LABEL_18,LABEL_19,LABEL_20,LABEL_21,LABEL_22,LABEL_23,LABEL_24,LABEL_25,LABEL_26,LABEL_27,LABEL_28,LABEL_29,LABEL_30,LABEL_31,LABEL_32
2.46185,2.33885,2.29755,2.10382,3.40184,3.0938,2.40552,2.58499,2.37182,2.09073,2.83673,2.12542,2.86215,2.87479,2.3383,2.26534,2.46903,2.37345,2.59616,2.63077,1.99589,2.47518,2.12671,2.21308,1.97423,2.02356,2.12774,2.30333,2.78159,2.29993,1.8355,1.5493
2.49922,2.30546,2.04716,2.03957,2.7431,2.58347,2.47182,2.03064,2.18365,1.55149,2.52479,1.87095,2.6655,2.32917,1.6067,1.45889,2.04734,1.93099,2.07777,1.67897,1.96079,1.7976,1.41083,1.77374,1.81913,1.63846,1.71877,1.84494,2.19741,1.89736,1.71996,1.37986
2.23396,2.23683,2.19593,2.09779,2.91922,3.15823,2.34329,2.91975,2.04025,1.7958,2.75976,2.47985,2.49696,2.42273,1.72833,1.81634,2.20044,2.15655,1.75749,1.60909,1.73388,1.83216,1.86502,2.16985,1.6398,1.63512,1.76051,1.79718,1.93776,2.08291,1.51131,1.44098
1.74675,1.88861,2.88148,2.465,2.91885,3.11843,3.07223,2.97993,2.19463,2.0753,3.12614,2.89913,3.22399,3.10079,2.56541,2.6329,2.57013,2.51796,2.41521,2.09281,2.22621,2.15467,3.03113,2.85555,2.01842,2.0239,1.45462,1.74554,1.75523,2.01058,1.62637,1.44105
2.09184,2.00997,2.88991,2.71486,3.31808,3.6142,3.94751,3.81996,2.21955,2.24569,3.41238,3.21572,3.21301,3.15544,3.05891,3.62046,2.78251,2.71879,2.6477,3.04555,2.12447,2.31792,2.80374,2.65729,1.93667,1.94751,2.07849,1.95565,2.19847,2.51939,1.8737,1.87055
2.28877,2.28243,2.29127,2.29903,2.9089,3.10022,2.9955,2.92912,2.15138,2.03505,3.01388,2.75257,2.97404,2.71384,2.38701,2.34201,2.33079,2.21583,2.31262,2.08966,2.02779,2.17422,2.01435,2.43678,1.84311,1.79663,1.93318,1.78077,2.11349,1.9916,1.54622,1.61175
3.45392,3.42419,4.11893,3.87065,3.61799,4.29532,5.15296,5.69064,3.08258,2.53527,5.22461,4.43127,4.15954,3.90735,4.46429,4.45059,3.5079,3.27873,3.87783,3.51338,2.8084,3.11394,3.54587,3.57992,2.30227,2.24775,3.20207,2.83429,3.96648,3.42169,2.06982,1.95446
2.62058,2.38161,2.30964,2.08021,3.07614,3.05219,2.78152,2.55728,2.18979,1.88953,2.71452,2.38971,3.0948,2.34235,2.1064,2.07353,2.29823,2.25134,2.02903,2.07161,2.02854,1.85398,2.26682,2.21692,1.79614,1.76221,1.96154,2.07627,2.21329,2.04223,1.73322,1.65901
2.42054,2.68145,2.6534,2.41749,3.61669,3.7078,3.69135,3.16735,1.46753,1.6726,3.20876,2.70822,3.14834,2.77299,2.88515,2.45534,1.98606,1.7377,1.96571,1.43931,1.71976,1.36408,3.04449,2.21175,1.38446,1.25127,1.63763,1.59498,1.57376,1.66522,1.59872,1.26839
2.63398,2.52019,3.35148,3.25685,3.14842,3.27934,3.85328,2.95629,2.42992,2.1259,3.34303,2.77887,2.94903,2.78488,3.0047,3.03083,3.12748,2.97892,3.16548,2.69082,3.116,2.77964,2.6629,2.62036,2.26756,2.14091,2.09415,2.13274,2.64906,2.37145,2.2757,1.99627
2.16441,2.28801,2.4086,2.51199,3.52651,3.62076,3.31891,2.88206,2.38409,2.08523,3.30786,2.88543,3.29306,2.82087,2.58476,2.12461,2.42194,2.4176,2.75085,2.17056,2.266,2.07603,2.22647,2.31413,2.09439,1.96386,1.97371,2.08652,2.41849,2.2759,1.76531,1.59174
2.79356,2.67639,3.65104,2.7173,3.38427,3.60376,4.26218,4.18013,2.86385,2.46234,4.15761,3.34791,3.56059,3.38893,2.71702,2.97759,2.94143,2.94375,2.86454,2.89429,2.74043,3.12186,3.14376,3.46783,2.27423,2.22635,2.07659,1.94353,2.83863,2.68619,2.16025,1.65997
2.60763,2.63173,3.11498,2.65253,3.13178,3.19677,3.30214,3.17469,2.27773,1.88259,3.40024,2.9492,2.97907,2.57817,2.94379,2.3235,2.94905,2.70264,2.67789,2.47202,2.45509,2.91463,2.66148,2.76484,1.98574,2.00067,1.87211,2.00942,2.4647,2.54904,2.0714,1.9072
2.43236,2.45935,2.38519,2.40367,2.99976,3.37607,3.47405,2.99861,1.76854,1.85639,2.66026,2.22276,2.36808,2.40338,2.42682,2.40612,2.69575,2.64818,2.2652,2.09283,2.14411,1.91946,2.43969,3.00897,2.00797,1.79772,2.28966,1.79568,2.45226,2.18476,1.8587,1.79905
2.43434,2.51836,2.93985,2.31329,3.20034,3.17421,3.74887,3.56847,2.80802,2.17374,3.28709,3.14205,2.87218,3.02383,3.23353,2.65649,2.69052,2.47291,2.47314,2.23313,2.22947,2.41931,2.83222,2.80825,1.94831,2.05026,2.11143,1.76024,2.18649,2.53046,1.94149,1.97073
2.21121,2.49644,3.26922,3.16452,4.68896,4.75944,3.51797,2.98706,2.22107,2.05196,3.58361,3.4084,3.5191,3.19809,3.01649,3.25041,3.14444,3.01547,2.90699,2.8173,2.52672,2.26942,3.1153,2.83754,2.11493,1.92754,2.51821,2.30888,2.34142,2.45101,1.90276,1.99394
1.8273,2.02318,2.78481,2.50806,2.83434,2.98373,2.27526,2.63792,2.14306,1.92579,2.61835,2.34772,2.06652,2.2517,2.28094,2.36428,2.42915,2.41287,2.15949,2.50881,1.94443,2.24337,1.8476,2.30978,1.69349,1.68391,1.87073,1.70507,2.07896,1.899,1.56368,1.54128
1.92249,2.15417,2.24427,1.62218,2.34615,2.4997,2.01502,1.97238,1.71496,1.46076,1.93546,1.65253,2.26744,2.02727,1.72986,1.81855,1.9043,1.89264,1.87918,1.82023,1.84065,1.69445,1.92179,1.96391,1.63586,1.57233,1.55617,1.58519,1.68585,1.88954,1.46462,1.25208
2.53763,2.87228,3.19835,2.83039,3.45899,3.80837,3.68183,3.20774,2.75684,2.36014,3.82994,3.68475,2.60855,2.72433,3.36166,3.55951,3.0944,3.05509,3.10518,3.19249,2.10703,2.38101,2.54683,3.00818,2.13912,2.15763,2.54921,2.38382,2.89774,2.90693,2.14875,2.00323
1.77701,1.83194,2.34333,2.59342,2.76986,2.93004,0.736224,1.68185,1.5866,1.39763,2.51475,2.4276,1.94255,2.04081,2.53975,2.30314,1.83441,1.98444,1.7764,1.63865,1.44958,1.6874,2.3041,1.94062,1.20892,1.33668,1.51788,1.63563,1.92106,1.81881,1.32911,1.26313
2.27123,2.17676,2.05011,2.15741,3.26636,3.12944,2.95418,2.75088,2.25215,2.03552,2.42387,2.3917,2.42099,2.57222,2.48827,2.69892,2.36119,2.33418,2.12912,2.29698,2.03989,1.8264,1.83732,2.29726,1.85767,1.79615,1.7504,1.81055,2.19547,2.08373,1.6858,1.54774
2.08954,2.08523,2.4901,2.15872,2.82226,2.76898,3.56829,3.96168,2.13675,2.04426,3.28108,3.05612,2.78263,2.62093,2.68272,2.73973,2.57206,2.56361,2.41465,2.20065,2.09459,2.03208,2.56023,2.23888,1.67686,1.69504,2.02927,1.8742,2.17715,2.1159,1.70235,1.56053
2.48375,2.19676,2.83684,2.51224,3.03873,3.25087,4.3579,4.13555,1.90194,2.07362,3.29823,2.82879,2.83178,2.51409,2.99847,3.19034,2.5209,2.44342,2.33132,2.08868,2.05112,1.9158,2.51024,2.42472,1.65627,1.8249,2.15737,1.81602,2.24892,2.21678,1.59228,1.5459
2.65409,2.81317,2.93172,2.85732,2.88554,3.45133,3.41171,3.54167,2.42271,2.03723,4.10634,3.54829,3.17837,2.97503,3.33736,3.16052,2.79208,2.49427,2.7533,2.75686,2.3902,2.46365,3.06084,3.2636,2.04292,1.87746,2.25366,2.12368,2.67221,2.50742,1.89082,1.82652
2.57118,2.82057,3.0327,2.81537,2.89979,3.09528,3.45027,3.84117,2.02339,1.67871,3.13135,3.2131,2.72043,2.88577,3.15242,3.29998,2.66433,2.58807,2.63257,2.42935,2.11086,1.96777,2.57007,2.43043,2.0318,1.71095,2.32046,2.39417,2.27063,2.33719,1.59768,1.37474
2.73398,2.7112,3.42348,2.70614,3.70617,3.60105,4.16395,3.92102,2.61971,2.50207,4.13874,3.7603,3.85083,3.46222,3.34353,3.15087,3.14807,3.07993,2.78816,3.05461,2.62039,2.53779,3.26871,3.02127,2.34479,2.38639,2.34952,2.29903,2.99497,2.5335,1.94048,1.95982
2.57937,2.58843,3.02051,2.47335,3.29008,3.60498,4.0059,4.45659,2.32496,1.93314,3.63906,3.44998,2.66249,2.81756,3.30848,3.24165,2.65334,2.60488,2.67554,2.18104,2.19651,2.01732,3.51098,3.15246,1.88643,1.69855,2.01751,1.87271,2.08449,1.95643,1.80941,1.75067
2.13203,2.20867,2.34582,2.4553,2.81598,3.32628,3.33922,2.97825,2.43444,1.9937,3.11216,2.61397,2.51913,2.72386,2.16732,2.41131,2.65881,2.51312,2.33347,1.91957,2.18455,2.33822,2.22665,2.62823,2.0045,1.92798,1.78436,1.84244,2.30339,1.96004,1.72715,1.58585
2.20657,2.17298,2.46905,2.57166,2.82723,2.78292,3.04247,3.20705,1.86982,1.93713,3.01896,2.95736,2.99409,3.00126,3.03912,2.67497,2.71425,2.5314,2.60517,2.16276,1.89814,1.90881,2.50665,2.03915,1.7326,1.55337,2.11384,1.99171,2.11578,2.09084,1.61443,1.63435
2.39453,2.19707,2.53915,2.52197,2.8373,3.21821,3.37993,3.32319,2.23708,1.97648,3.01783,2.60132,2.68475,2.77702,2.80997,2.64873,2.67269,2.44248,2.1918,2.09958,2.12257,2.06858,2.90194,2.64082,1.87792,1.92188,1.81719,1.79912,2.15266,2.02979,1.69854,1.52842
2.95151,2.45095,3.42982,3.65962,4.17409,4.93176,3.35323,4.51006,2.84304,2.65116,4.30884,3.64157,2.63864,2.74786,4.25417,4.36675,3.28581,3.16456,3.5229,3.20789,2.74719,2.72376,3.83911,3.08552,2.26699,2.24405,2.49782,2.41179,2.91187,2.83775,2.30986,2.07389
1.84374,1.57817,1.98012,1.96087,2.35225,2.68281,0,0.403482,1.65889,1.73919,2.07671,2.32853,1.74773,2.23358,0,0,2.19932,2.10663,1.64869,1.74367,0.775145,1.27762,0.277788,0.309673,1.63206,1.53512,1.59534,1.44442,1.92905,1.53795,1.22898,1.20947
2.35236,2.51782,3.61814,2.74479,3.46009,3.45343,4.27018,4.63256,2.19994,2.31691,3.96308,3.28375,2.4504,2.28395,3.36708,3.30539,2.74133,2.73304,2.6689,2.51935,2.15484,2.1366,3.50795,2.84072,1.96478,1.80609,2.61403,2.02175,2.56265,2.36663,1.89461,1.78537
2.06831,1.97679,2.73678,2.59434,3.13488,3.26138,3.21998,3.02043,2.25061,1.99048,3.07636,2.43228,2.78118,2.54449,3.00423,3.17106,2.76906,2.59712,2.52669,2.20853,2.11679,2.16119,2.28331,2.44549,1.89714,2.04536,1.86873,1.75087,2.11914,2.18208,1.96003,1.75261
2.43909,2.32238,2.68103,2.62177,2.91916,3.00213,2.87209,2.57819,2.16024,1.92917,2.90017,2.13611,2.68597,2.52864,1.92464,1.80034,2.60869,2.38632,2.29258,2.01131,2.09772,1.98077,1.92792,2.20405,2.00376,1.92005,2.04791,1.90515,2.3601,2.18163,1.87874,1.62364
2.93836,3.00447,2.87123,2.56852,3.64642,3.90936,2.95452,3.46619,2.76828,2.24875,3.32186,3.03575,2.67491,2.71617,2.93046,2.80529,2.64125,2.44023,2.83436,2.53068,2.27758,2.41218,2.39924,2.48378,1.99097,2.05003,2.23057,2.41083,2.84547,2.67834,1.83567,1.76292
2.10477,2.31154,2.79033,2.49526,3.52172,3.69864,4.00838,4.14468,2.19632,2.31529,3.42393,3.39257,2.77683,2.74686,2.90604,3.15439,2.92356,2.78368,2.59137,2.71563,2.19079,2.23923,2.54435,2.27605,1.95701,1.9967,2.04462,2.0794,2.19467,2.23007,1.72739,1.69319
1.94245,2.05134,2.23654,2.06979,2.39561,2.63296,2.9242,2.52044,1.64537,1.56547,2.72766,2.09525,2.42832,2.21296,1.89105,1.95517,2.3125,2.16912,1.80765,1.78005,1.71488,1.61107,1.86969,1.87148,1.82081,1.72594,1.8304,1.62644,1.82815,1.67581,1.52721,1.39083
2.54552,2.66408,2.33764,2.15998,3.43406,3.46216,3.04806,2.78754,2.13004,1.73047,3.48557,2.82988,2.73591,2.58812,2.52922,1.97446,2.54406,2.38349,2.40507,1.99458,2.19242,1.98913,2.3283,2.48776,1.96863,1.93882,1.97792,2.05527,2.39277,2.28584,1.7211,1.63246
2.88374,2.75701,3.09063,3.24718,4.18558,4.4685,4.6065,4.27658,2.17472,2.35399,4.15035,3.92155,4.14634,3.45614,2.98727,3.44607,3.22161,3.22411,3.31705,3.40869,2.50038,2.40844,3.21807,3.12443,2.12775,2.0646,2.3328,2.28238,2.71255,2.70528,2.05283,1.89493
2.24307,2.35892,3.35235,3.52968,3.49797,3.48906,3.30012,3.05564,2.14522,2.08799,3.4308,3.13748,2.37034,2.14054,3.45201,3.33265,2.63575,2.64826,2.49443,2.13467,2.26229,2.33601,2.86045,2.98266,1.7207,1.74447,1.86,2.06554,1.94361,1.92262,1.77967,1.67207
2.15095,2.45728,2.50747,2.5276,2.86051,3.2028,2.96982,3.30553,2.44241,2.00143,3.38864,3.30306,2.51898,2.59342,2.75536,2.73016,2.86634,2.60018,2.61371,2.36133,2.09951,2.36503,2.79203,2.42194,2.01258,1.9842,1.99871,2.00122,2.30445,2.27277,1.68623,1.66221
3.55614,3.49875,3.23159,3.15209,4.03483,3.92363,4.56591,4.07063,2.80727,3.01475,3.32774,3.19248,3.24543,3.15729,3.57077,3.53921,3.58753,3.42513,3.74122,3.37503,2.88566,3.12829,3.36247,2.92644,2.68527,2.60816,2.64021,2.76924,3.16646,3.39687,2.24069,2.5439
2.55846,2.51425,2.49982,2.15247,3.14725,3.39751,3.26849,3.6079,1.80146,2.06084,3.29074,3.19475,2.58091,2.76281,2.69349,2.64626,2.12796,1.93811,1.90906,1.9178,1.74541,1.81898,2.54974,2.14454,1.39299,1.4784,1.65242,1.58499,1.89398,2.30576,1.43155,1.63972
2.00237,2.13778,2.3283,2.55784,3.36177,3.73765,3.44124,3.10612,1.76782,1.65918,2.78696,2.65195,2.77493,2.77837,2.71828,2.73475,2.25857,2.41991,2.06038,2.11019,1.92918,1.86895,2.44875,2.38162,1.49003,1.67405,2.19156,1.95869,1.98918,2.16066,1.58369,1.59294
2.11543,2.09738,2.57711,2.66092,3.27252,3.47273,2.20561,2.77901,1.89353,1.81024,3.07652,3.02865,2.53596,2.72544,2.63458,2.64136,2.4583,2.42587,2.19998,2.3467,1.95446,1.92676,2.52307,2.3495,1.70727,1.59058,1.82073,1.97858,2.24434,2.3307,1.6055,1.67438
3.55716,3.38624,3.29285,3.32319,3.98504,4.57478,3.52429,4.08123,2.75253,2.49041,3.77766,3.33399,4.0347,3.32702,3.44367,3.32336,3.11874,3.10173,3.08069,2.93168,2.58838,2.71746,3.49291,3.82177,2.2589,2.3292,2.8058,2.56331,2.98896,2.96848,2.12894,2.12842
2.1845,2.30788,2.43796,2.01136,3.1709,3.04298,3.32451,2.96128,1.93188,1.70088,2.54463,2.32469,2.41179,2.3031,2.42346,2.22474,2.33699,2.55265,2.27097,2.26341,2.07451,2.15805,2.17412,2.36623,1.87556,1.67443,1.70516,1.99951,2.57913,2.20863,1.89211,1.64861
2.17659,2.16711,2.79744,2.76067,3.72556,3.41613,3.42383,3.39222,2.07782,1.97998,3.44157,3.45276,2.64487,2.85181,3.32697,3.46627,2.86024,3.02906,2.76091,2.60106,2.21841,2.36366,2.79759,2.85257,2.10587,2.16326,2.0929,2.0818,2.60808,2.34661,1.90188,1.73317
2.7254,2.6247,3.03215,2.65249,3.29257,3.56278,3.11492,3.95795,1.97458,1.92244,3.32456,3.03049,2.86438,2.69497,3.26622,2.88207,2.94279,2.89349,2.69639,2.76975,1.95023,2.04377,2.52066,2.20969,1.8261,1.94261,2.0775,2.12505,2.71827,2.3944,1.43743,1.5418
2.08283,2.45058,2.27938,2.24985,2.90202,3.16151,3.34868,3.33246,2.04459,1.97439,2.94618,2.66821,3.06696,2.44269,2.63461,2.5923,2.47981,2.39229,2.4767,2.43784,2.03159,2.12422,2.60444,2.61508,1.85857,1.69146,1.55212,1.51792,2.08356,2.01923,1.52438,1.39019
2.42004,2.44734,2.18648,2.28054,2.66951,2.70333,2.86877,2.68296,2.17003,1.72657,2.81362,2.89404,2.619,2.46689,2.62692,2.57671,2.68368,2.61394,2.60045,2.4487,2.10267,2.26454,2.37289,2.54273,1.9331,1.91098,2.01881,1.88197,2.15084,2.01837,1.69261,1.71412
2.02215,1.87494,3.32179,3.05779,3.65297,3.59715,3.27286,2.9098,1.9634,1.74217,3.88566,2.93494,2.32525,2.20839,3.20722,3.58119,2.59448,2.87718,2.77299,2.34144,1.90735,2.00182,3.08369,2.607,1.68818,1.61213,1.81043,1.74087,2.32784,2.18324,1.60666,1.55384
2.52897,2.56487,2.91043,2.8338,3.84734,3.71916,3.66496,3.56999,2.32036,2.18059,3.67341,2.99655,2.83021,2.91323,2.57408,2.43011,2.78763,2.78721,2.21417,2.10521,2.36612,2.25254,2.45001,2.67237,1.77374,1.75413,1.82433,1.87133,2.28586,2.18491,1.68099,1.60591
2.76464,2.64296,2.41022,2.2243,3.40064,3.63766,3.08202,3.00443,2.37126,2.24867,2.92821,3.45942,3.32908,2.91998,2.36165,2.53228,2.47334,2.37501,2.04309,2.21685,2.18646,2.23597,2.80052,2.51505,2.1504,2.29974,2.31526,2.18855,2.62618,2.75896,1.85467,1.97528
2.54513,2.24453,2.76221,2.39845,3.05902,3.24952,2.70534,2.71403,2.64619,2.04116,2.84951,2.58597,2.43752,2.80357,2.30052,2.35751,3.06187,2.90654,2.55616,2.52953,2.22686,2.61846,2.44197,2.62114,2.17916,2.30129,2.53988,2.17823,2.59925,2.54697,1.93419,1.77612
3.20576,2.98864,2.98562,2.52014,3.16061,3.11866,3.58179,3.60423,2.64725,2.27613,3.50624,3.08365,2.96239,2.80483,2.76612,2.46466,2.86096,2.75954,2.39761,2.39587,2.47462,2.15147,2.72706,2.72303,2.2476,2.01957,2.41567,2.17391,3.14673,2.58204,2.08564,1.86784
2.454,2.48571,2.68046,2.6792,3.71164,3.64602,3.4196,3.9417,2.17463,1.9044,3.45203,3.20138,2.97436,2.54776,2.4744,2.51044,2.76208,2.61776,2.42675,2.37307,2.65136,2.0257,2.32335,2.65133,2.03981,2.07511,1.87265,1.79614,2.47225,2.59771,1.72136,1.70842
1.44479,1.52512,1.14614,1.11185,2.29647,2.34644,1.65244,1.54459,1.56512,1.30685,1.60302,1.46695,2.12356,1.90011,1.19713,1.20697,1.54503,1.398,1.15346,1.19661,1.25187,1.21945,1.19629,1.73362,1.50259,1.54236,1.31026,1.26594,1.39079,1.36244,1.1433,1.1275
2.10304,1.64459,3.27207,3.05527,4.42309,4.54724,3.63535,3.29197,2.37312,1.93764,3.77924,2.73398,2.5123,1.73935,3.1391,3.04718,2.76341,2.81554,2.50421,2.61307,1.97791,1.83549,2.38162,2.26601,1.63581,1.82714,1.9092,1.8588,2.32041,2.19251,1.5863,1.70495
2.71736,2.53519,2.87891,2.70652,3.53793,3.1934,3.53655,3.10215,2.38071,2.09017,3.47545,2.91414,2.84275,3.00469,2.4573,2.44169,2.79278,2.67727,2.99497,2.19386,2.28952,2.34279,2.50623,2.35866,2.12844,1.86836,2.15903,2.22968,2.83266,2.45335,1.88226,1.61183
1.87853,1.84204,2.67588,2.47192,3.76793,3.5142,3.85613,3.3969,2.16179,2.15199,2.66624,2.40425,2.46788,2.48547,3.45566,3.1492,2.6628,2.57736,2.6475,2.56447,1.93134,1.85259,2.99176,2.43263,1.72097,1.61566,1.70643,1.70647,2.1041,2.06804,1.69127,1.54512
1.96462,1.92337,2.25648,2.43405,3.8065,3.68499,3.18091,3.00176,1.83267,2.06576,2.61031,2.27362,2.10326,2.003,3.08145,3.10565,2.40164,2.43927,2.35288,2.14872,1.81407,2.11384,2.27371,1.98414,1.84346,1.82993,1.78622,1.67008,2.0528,2.10008,1.67284,1.73507
2.98319,2.62382,2.57489,2.39433,3.42968,3.55334,3.88137,3.78504,2.7,2.45124,3.71041,3.56803,3.22383,2.96534,2.90202,2.85132,2.80942,2.71311,2.63825,2.47364,2.64771,2.33062,2.64791,3.00245,2.23145,2.20764,2.2021,2.10247,2.49601,2.49854,2.1001,1.91636
1.94881,1.91919,2.18651,2.09317,2.77156,2.86206,2.97576,2.69926,1.89751,1.43529,2.43376,2.09259,2.19893,2.25062,2.52996,2.28375,2.17599,2.10137,1.98447,1.98284,1.64329,1.65749,2.32703,2.4965,1.67702,1.51342,1.74578,1.72773,1.88524,1.91388,1.44213,1.18745
2.96435,2.71463,3.36474,3.18486,3.44999,3.69901,3.94025,4.04275,2.37777,2.15081,3.86612,3.95101,3.29405,3.16114,3.85396,3.75359,3.15372,3.02927,2.5766,2.83557,2.37089,2.36301,3.13524,3.10896,2.0822,2.01054,2.34577,2.28002,2.44061,2.66874,1.74619,1.75234
2.72244,3.05634,3.37655,3.25682,3.70773,4.20595,2.81697,2.952,3.11985,2.3808,4.14864,3.20265,3.8248,3.22843,2.81156,2.5406,3.62903,3.28045,3.39481,3.13281,2.80382,2.62682,2.49991,2.28897,2.47405,2.20766,2.51222,2.55979,3.72351,3.39449,2.30924,2.26648
2.60933,2.27078,2.81546,2.78688,3.16582,3.59051,2.08986,2.40174,1.92421,1.69864,2.56874,2.33009,2.90948,2.4948,2.09192,2.42241,2.38759,2.45833,1.91474,2.17665,1.94353,2.07993,2.14838,2.53454,1.96614,1.86848,2.21516,2.02881,2.47761,2.41751,1.98537,1.87161
2.31458,2.61019,2.55069,3.30628,4.09278,4.17343,2.78381,2.87846,2.15638,2.03305,3.89334,3.2667,2.43247,2.57656,3.08359,2.74269,2.86428,2.74473,2.70047,2.52917,2.30788,2.2692,2.72414,2.36533,2.01909,2.03243,2.19848,2.05996,2.5359,2.33293,1.75665,1.72463
2.35003,2.47685,3.00748,2.41566,3.29449,3.43914,3.01032,3.26682,2.34966,2.25267,3.38829,3.16007,2.83325,2.71263,2.62827,3.02106,2.64246,2.79436,2.47788,2.49008,1.99228,2.19032,2.74465,3.23228,2.01698,1.85491,2.03154,2.02989,2.29939,2.56208,1.58601,1.74834
1.8095,2.15368,3.53751,3.25139,3.97831,3.56065,3.45197,4.11292,2.03366,2.03049,3.20366,3.16919,2.36919,2.14825,3.0035,2.76614,3.03836,3.11338,2.99237,3.07081,1.90471,2.04057,3.05972,2.76022,1.94323,1.86401,2.57053,2.28139,2.25394,2.5402,1.40738,1.65415
1.69182,2.0354,1.69802,1.91404,3.22693,3.32719,2.0355,2.19806,2.02476,1.66208,1.86049,1.88408,2.41632,2.58095,1.49138,1.34812,2.04076,2.01992,1.8617,1.76567,1.80459,1.79996,1.85899,2.29528,1.95204,1.91029,1.3829,1.46079,1.91466,1.70674,1.59054,1.36855
0.301815,0.270534,0.167036,0.13977,0.346674,0.432386,0.178795,0.23182,0.216648,0.193135,0.179314,0.18006,0.153121,0.129221,0.217283,0.197139,0.233366,0.220739,0.231196,0.213735,0.16839,0.171278,0.181399,0.165151,0.629084,0.564559,0.224794,0.2399,0.213909,0.208943,0.357203,0.3391
2.81623,2.7525,3.3862,3.41488,3.78306,4.1571,3.71781,4.36147,2.76095,2.42863,4.17164,4.15333,3.0916,3.21812,4.73077,4.46287,3.49632,3.66891,3.61558,3.57103,2.83083,2.80546,3.86531,2.96452,2.22632,2.08338,2.48279,2.44834,2.92843,3.10085,2.21495,2.11188
2.95783,2.83421,3.07254,2.77968,3.61018,3.6671,4.19704,4.04358,2.64583,2.25598,3.76505,3.20743,3.19564,2.84116,3.5229,3.09557,2.9307,2.95054,2.81264,2.71788,2.41421,2.76984,3.14426,3.21351,1.98647,1.91811,2.08151,2.11552,2.70618,2.65933,1.80596,1.71239
2.76483,2.43818,2.10665,2.07127,2.94293,3.29572,3.15459,2.86389,1.86553,1.8908,2.84619,2.21519,2.92027,3.01417,1.78917,1.52069,2.05853,2.04532,1.82683,1.68724,1.93475,1.90968,2.31861,2.32981,1.91281,1.81627,1.747,1.75017,2.31895,2.0573,1.6333,1.59394
2.4458,2.54939,3.26756,3.47525,4.26011,4.54154,3.19033,4.62947,2.16158,2.42644,4.26628,3.72196,2.29133,2.524,3.98099,3.52275,3.14059,3.01876,2.96975,2.60244,2.32585,2.08443,3.54862,2.76704,1.62758,1.66301,1.90731,1.69442,2.51304,2.2163,1.61579,1.70282
2.8436,2.99541,2.77338,2.58292,3.37383,3.5886,3.48997,3.60349,2.43213,2.12705,2.97723,3.0232,2.7691,2.85495,2.4096,2.54013,2.5425,2.5499,2.32046,2.2014,2.14115,2.42403,2.3957,2.56094,1.9992,2.03399,2.12303,1.87492,2.60767,2.48397,1.8422,1.71242
3.07748,2.5231,2.46935,2.38854,3.44449,3.11559,2.92111,3.24135,2.07352,1.83975,2.546,2.32307,2.72651,2.60935,2.01737,2.35923,2.62275,2.53773,2.38789,2.31904,2.26992,1.89002,2.68069,2.47161,1.85526,1.7878,1.91919,1.84619,2.26521,2.183,1.50727,1.43529
2.4435,2.68462,3.03623,2.66394,3.45315,3.74941,1.37218,2.21235,1.48417,1.40399,3.01391,2.63549,1.72968,2.11133,2.14974,1.85962,2.02077,1.61972,1.61299,1.56012,1.21543,1.3129,2.64029,1.84087,1.08827,1.14512,1.35035,1.26794,1.48235,1.70596,1.26541,1.36609
2.93745,3.0959,3.37679,3.25286,4.03094,4.36474,3.94862,4.02448,3.02083,2.31765,3.90141,3.47472,3.48531,3.42527,2.96668,3.15492,2.99855,2.89839,3.094,2.79541,2.80887,2.55157,3.52203,3.76657,2.28454,2.1523,2.71176,2.49972,3.18921,3.12221,2.17965,2.1005
2.50987,2.35522,2.53511,2.44504,2.78664,2.91221,3.43441,3.50634,2.13717,1.72295,3.28322,2.99015,2.91286,2.77352,2.60783,2.88205,2.59823,2.42302,2.52879,2.50716,2.14937,2.34,2.60656,2.59031,2.03114,1.87803,2.03914,1.86841,2.30601,2.36935,1.80505,1.74271
2.58355,2.54198,2.54715,2.56637,3.31164,3.47406,3.36036,3.2978,2.17621,2.17144,3.37251,3.42648,2.71896,2.42028,3.15555,2.6688,2.79453,2.61881,2.90767,2.74198,2.39743,2.56933,2.61472,2.55106,2.0063,1.98151,2.01969,1.90876,2.30603,2.24951,1.75957,1.74031
2.5663,2.73711,2.31016,2.78534,4.01827,3.8401,3.83311,3.60689,2.34354,2.46477,3.32805,3.08016,2.65108,2.97332,3.50417,3.91877,2.55394,2.86235,2.54464,3.01119,2.27767,2.5441,3.07253,3.07822,2.09423,2.11043,2.0317,2.18439,2.49558,2.31943,2.01388,1.92444
2.73734,2.82021,2.79711,2.74135,2.97059,3.09287,3.16255,3.09594,1.88108,2.06565,3.45885,3.2913,2.64217,2.92571,2.61421,2.706,2.37197,2.52501,2.08202,2.12673,1.91461,1.74356,2.25679,2.21182,1.72791,1.77609,2.59028,2.66921,2.56694,2.56245,1.6139,1.95875
2.52757,2.40895,2.62539,2.72035,3.31312,3.46924,3.52603,2.91658,2.15989,2.06911,4.00223,3.29102,2.76645,2.6319,3.01286,3.6036,2.7601,2.8333,2.47359,2.73642,2.32225,2.54265,2.83804,2.94477,1.97818,2.02195,2.15618,1.97515,2.484,2.72436,1.67107,1.74509
