-0.873632,-0.875641,-0.877868,-0.880015,-0.881936,-0.883664,-0.885126,-0.886423,-0.887252,-0.887872,-0.888314,-0.888628,-0.88892,-0.8892,-0.889497,-0.889883,-0.890469,-0.891524,-0.892793,-0.894207,-0.89535,-0.896245,-0.897051,-0.897925,-0.898608,-0.899239,-0.899841,-0.900413,-0.900969,-0.901506,-0.902013,-0.902475,-0.902901,-0.903304,-0.903723,-0.904209,-0.904687,-0.905142,-0.905576,-0.905993,-0.906389,-0.906766,-0.907131,-0.907483,-0.907823,-0.908157,-0.908484,-0.908801,-0.909114,-0.909423
-0.866168,-0.8683,-0.870899,-0.873346,-0.875695,-0.878041,-0.880444,-0.88289,-0.885163,-0.887273,-0.889093,-0.890901,-0.892321,-0.893768,-0.894999,-0.896305,-0.897406,-0.898588,-0.899586,-0.900692,-0.901607,-0.902469,-0.903289,-0.904029,-0.904704,-0.905321,-0.905899,-0.906459,-0.907024,-0.907602,-0.908184,-0.908787,-0.909408,-0.909987,-0.910517,-0.911008,-0.911469,-0.911898,-0.912202,-0.912444,-0.912755,-0.912994,-0.913291,-0.913521,-0.913784,-0.91403,-0.914255,-0.914488,-0.914701,-0.914894
-0.862551,-0.863932,-0.866336,-0.868961,-0.871481,-0.873517,-0.875143,-0.876138,-0.876845,-0.877328,-0.877642,-0.877822,-0.877905,-0.877939,-0.877872,-0.87784,-0.877772,-0.87777,-0.877867,-0.878084,-0.878445,-0.878995,-0.879799,-0.880902,-0.882102,-0.88319,-0.884186,-0.885226,-0.886043,-0.886805,-0.887517,-0.888178,-0.888798,-0.889364,-0.889887,-0.890373,-0.890824,-0.891244,-0.891637,-0.892002,-0.892345,-0.892667,-0.892976,-0.893267,-0.893542,-0.893805,-0.894053,-0.894297,-0.894539,-0.894777
-0.863025,-0.863588,-0.864801,-0.866144,-0.867712,-0.869394,-0.871216,-0.872773,-0.873199,-0.874244,-0.87464,-0.875419,-0.875814,-0.876464,-0.876851,-0.877427,-0.877808,-0.878291,-0.878683,-0.879079,-0.879459,-0.879794,-0.880155,-0.880447,-0.88077,-0.881027,-0.88132,-0.88155,-0.88181,-0.88199,-0.882235,-0.882353,-0.882583,-0.882661,-0.88286,-0.882915,-0.883074,-0.88313,-0.88324,-0.883292,-0.883367,-0.883294,-0.883297,-0.88327,-0.88324,-0.883244,-0.883195,0,0,0
-0.874744,-0.874498,-0.875125,-0.875857,-0.876647,-0.877648,-0.878801,-0.879957,-0.881113,-0.882152,-0.883091,-0.884037,-0.88506,-0.886164,-0.887423,-0.888832,-0.890147,-0.890414,-0.890491,-0.891263,-0.891316,-0.891748,-0.891783,-0.892223,-0.892252,-0.89265,-0.892672,-0.893033,-0.893163,-0.893431,-0.893849,-0.893861,-0.894559,-0.894415,-0.89535,-0.894994,-0.895783,-0.895457,-0.895964,-0.89578,-0.896325,-0.89595,-0.896514,-0.896319,-0.896864,-0.896477,-0.896973,-0.896789,-0.897274,-0.896904
-0.872646,-0.874295,-0.876467,-0.878908,-0.881062,-0.883132,-0.885075,-0.886819,-0.888396,-0.889848,-0.891204,-0.892243,-0.893411,-0.894204,-0.895054,-0.895735,-0.896541,-0.897202,-0.89785,-0.898488,-0.899112,-0.899711,-0.900289,-0.900846,-0.901348,-0.901799,-0.902202,-0.902571,-0.902909,-0.903226,-0.903521,-0.903792,-0.904051,-0.904289,-0.904513,-0.90473,-0.904936,-0.905132,-0.905321,-0.905502,-0.905676,-0.90585,-0.906019,-0.906181,-0.90634,-0.906494,-0.906647,-0.906799,-0.906946,-0.907092
-0.872212,-0.871685,-0.872157,-0.87304,-0.874642,-0.876247,-0.877968,-0.879971,-0.882423,-0.884802,-0.886905,-0.888888,-0.8907,-0.892298,-0.892906,-0.894476,-0.895758,-0.896839,-0.897521,-0.898592,-0.89922,-0.900198,-0.90068,-0.901578,-0.901972,-0.902678,-0.903066,-0.903718,-0.90418,-0.904786,-0.905345,-0.90585,-0.906314,-0.906731,-0.907122,-0.907484,-0.907828,-0.908156,-0.908471,-0.908774,-0.909074,-0.909365,-0.909653,-0.909934,-0.910213,-0.910493,-0.910771,-0.911051,-0.911331,-0.911614
-0.865657,-0.866891,-0.868634,-0.870334,-0.871992,-0.873645,-0.875321,-0.87703,-0.878831,-0.880342,-0.881643,-0.883019,-0.884203,-0.88527,-0.886381,-0.887361,-0.888294,-0.88917,-0.889993,-0.890779,-0.891524,-0.892232,-0.892908,-0.893548,-0.894167,-0.89475,-0.895305,-0.895833,-0.896339,-0.896824,-0.897288,-0.897733,-0.898158,-0.898569,-0.898961,-0.899328,-0.899681,-0.900015,-0.900335,-0.900643,-0.900932,-0.901216,-0.901483,-0.90174,-0.901989,-0.902226,-0.902458,-0.902678,-0.902899,-0.903101
-0.867434,-0.867091,-0.868504,-0.870206,-0.8718,-0.873058,-0.874011,-0.874946,-0.875458,-0.876342,-0.877486,-0.878009,-0.878708,-0.879997,-0.880355,-0.882262,-0.882428,-0.884352,-0.884467,-0.886002,-0.885849,-0.887672,-0.887782,-0.887986,-0.887995,-0.88869,-0.888479,-0.890007,-0.889596,-0.891014,-0.890724,-0.892182,-0.891684,-0.892838,-0.89223,-0.893583,-0.89307,-0.893895,-0.893394,-0.894601,-0.894354,-0.894326,-0.893982,-0.894747,-0.894226,-0.895381,-0.895148,-0.895281,-0.894844,-0.895733
-0.871414,-0.872658,-0.874748,-0.877043,-0.879266,-0.881366,-0.883432,-0.885491,-0.887382,-0.888995,-0.890494,-0.891877,-0.893151,-0.894324,-0.895414,-0.896425,-0.897261,-0.89818,-0.898946,-0.899685,-0.900406,-0.901115,-0.901813,-0.902485,-0.903127,-0.903744,-0.904339,-0.904909,-0.905465,-0.905995,-0.906476,-0.906912,-0.907302,-0.907654,-0.907974,-0.908269,-0.90854,-0.908797,-0.90904,-0.909273,-0.909501,-0.909719,-0.909934,-0.910146,-0.910352,-0.910554,-0.910754,-0.910948,-0.911138,-0.911324
