-0.88869,-0.889135,-0.890356,-0.891625,-0.892863,-0.894079,-0.895262,-0.896403,-0.897438,-0.898464
-0.850773,-0.852094,-0.8537,-0.855559,-0.85706,-0.858658,-0.860086,-0.861627,-0.862929,-0.864176
-0.887067,-0.886836,-0.887467,-0.888182,-0.888985,-0.889922,-0.891059,-0.892291,-0.893546,-0.894731
-0.885,-0.885532,-0.8868,-0.888125,-0.889259,-0.890349,-0.891398,-0.892397,-0.893341,-0.894228
-0.873137,-0.872918,-0.873416,-0.873903,-0.874344,-0.874761,-0.875165,-0.875499,-0.875837,-0.876195
-0.883622,-0.883862,-0.884988,-0.886044,-0.887067,-0.888062,-0.889012,-0.889891,-0.890774,-0.891602
-0.886122,-0.886209,-0.887125,-0.888125,-0.88922,-0.890264,-0.891173,-0.891964,-0.892664,-0.893292
-0.858075,-0.858943,-0.860218,-0.861445,-0.862609,-0.863744,-0.864855,-0.865964,-0.867082,-0.868175
-0.880188,-0.880861,-0.882158,-0.883416,-0.884597,-0.885732,-0.886847,-0.887974,-0.889133,-0.89034
-0.886329,-0.885911,-0.886425,-0.88707,-0.88787,-0.888853,-0.889996,-0.891305,-0.892525,-0.893699
-0.884184,-0.884587,-0.885716,-0.886951,-0.888093,-0.889367,-0.890457,-0.891506,-0.892516,-0.893479
-0.883729,-0.883944,-0.884973,-0.885981,-0.886905,-0.887767,-0.888534,-0.889225,-0.889797,-0.890282
-0.850905,-0.851686,-0.85277,-0.853972,-0.85511,-0.856417,-0.857734,-0.859262,-0.860611,-0.86192
-0.885082,-0.8854,-0.886524,-0.887755,-0.889023,-0.890305,-0.891393,-0.892417,-0.893285,-0.89418
-0.887876,-0.888337,-0.88959,-0.890862,-0.892084,-0.89323,-0.894322,-0.89532,-0.896066,-0.896932
-0.892931,-0.893084,-0.893956,-0.894968,-0.896071,-0.897169,-0.898255,-0.899249,-0.900312,-0.901378
-0.885596,-0.886289,-0.887439,-0.888546,-0.889597,-0.890609,-0.891545,-0.892428,-0.893267,-0.89407
-0.888489,-0.889081,-0.890339,-0.891638,-0.892853,-0.893976,-0.895022,-0.89593,-0.896861,-0.897594
-0.877363,-0.878013,-0.879168,-0.88027,-0.881287,-0.882309,-0.883251,-0.884087,-0.884968,-0.885759
-0.883204,-0.883823,-0.885028,-0.886243,-0.887407,-0.888498,-0.889527,-0.890507,-0.891278,-0.892041
-0.87015,-0.870968,-0.87234,-0.873621,-0.874716,-0.875842,-0.876842,-0.877928,-0.878911,-0.879848
-0.880042,-0.880562,-0.881595,-0.8826,-0.883537,-0.884423,-0.885259,-0.88606,-0.886826,-0.887569
-0.877072,-0.877754,-0.878898,-0.880032,-0.881113,-0.882129,-0.883095,-0.883973,-0.884762,-0.88561
-0.88886,-0.889524,-0.89079,-0.89199,-0.893083,-0.894092,-0.895032,-0.895918,-0.896669,-0.897374
-0.869899,-0.870727,-0.871945,-0.873132,-0.874253,-0.875379,-0.876384,-0.87719,-0.878098,-0.8788
-0.882426,-0.883101,-0.884238,-0.885389,-0.886468,-0.887496,-0.888482,-0.889482,-0.890306,-0.891062
-0.888225,-0.888966,-0.890098,-0.89122,-0.892181,-0.893142,-0.894075,-0.895055,-0.895855,-0.896695
-0.884069,-0.884882,-0.886225,-0.887515,-0.888699,-0.889809,-0.890844,-0.89182,-0.892669,-0.893441
-0.883079,-0.883732,-0.884899,-0.885996,-0.887085,-0.888059,-0.889067,-0.889996,-0.89091,-0.891699
-0.88494,-0.88563,-0.886736,-0.887837,-0.888868,-0.889849,-0.890795,-0.891723,-0.892491,-0.893223
-0.900003,-0.900582,-0.901833,-0.903162,-0.904478,-0.905679,-0.906704,-0.907726,-0.9086,-0.909494
-0.889396,-0.889805,-0.890781,-0.891872,-0.892927,-0.894003,-0.895091,-0.896105,-0.896937,-0.897727
-0.887389,-0.888035,-0.889133,-0.890133,-0.891058,-0.891924,-0.892742,-0.893522,-0.894202,-0.894925
-0.892629,-0.893138,-0.894216,-0.895279,-0.896291,-0.897233,-0.898127,-0.89898,-0.899729,-0.900459
-0.891851,-0.892465,-0.893589,-0.894692,-0.895737,-0.89673,-0.89766,-0.898534,-0.899357,-0.900136
-0.893066,-0.893342,-0.894168,-0.895062,-0.895957,-0.896793,-0.897504,-0.898206,-0.898791,-0.899347
-0.887762,-0.88827,-0.889407,-0.890394,-0.891345,-0.892265,-0.893233,-0.89413,-0.894907,-0.895696
-0.896244,-0.896568,-0.897445,-0.898388,-0.899336,-0.900283,-0.90124,-0.902202,-0.903107,-0.90389
-0.895906,-0.896471,-0.897561,-0.898739,-0.899817,-0.900805,-0.901638,-0.902412,-0.903146,-0.903838
-0.896557,-0.896996,-0.897955,-0.89912,-0.900062,-0.900977,-0.901822,-0.902605,-0.90336,-0.90411
-0.894562,-0.895171,-0.896342,-0.897522,-0.898646,-0.899711,-0.900719,-0.901575,-0.902438,-0.903167
-0.89501,-0.895541,-0.896678,-0.897774,-0.898755,-0.899635,-0.900434,-0.901182,-0.901843,-0.902509
-0.890696,-0.891189,-0.892256,-0.893314,-0.894291,-0.895215,-0.896099,-0.896959,-0.8978,-0.898611
-0.891383,-0.89167,-0.892498,-0.893374,-0.894238,-0.895109,-0.89601,-0.896861,-0.897704,-0.898515
