LABEL_1,LABEL_2,LABEL_3,LABEL_4,LABEL_5,LABEL_6,LABEL_7,LABEL_8,LABEL_9,LABEL_10,LABEL_11,LABEL_12,LABEL_13,LABEL_14,LABEL_15,LABEL_16,LABEL_17,LABEL_18,LABEL_19,LABEL_20,LABEL_21,LABEL_22,LABEL_23,LABEL_24,LABEL_25,LABEL_26,LABEL_27,LABEL_28,LABEL_29,LABEL_30,LABEL_31,LABEL_32
26045,26013,12781,13505,6951,6262,7697,9837,15013,13190,32570,31131,12055,11256,5949,6725,23375,21697,21604,21372,9512,10435,14384,14050,16876,18198,21923,19460,23169,23957,13220,14495
26138,30954,15406,13790,7803,7478,10783,13574,15882,14952,35363,35577,12176,10783,5382,5925,29490,28801,20993,23361,10931,11317,16441,15281,25819,24564,23670,21834,24748,28181,13874,16321
19736,23577,10870,10105,5323,5398,8401,9949,13012,11064,27919,29379,9894,8888,4800,5358,19557,18727,15558,17478,7006,7482,12386,11512,15449,16131,16368,14847,18706,20672,12940,12692
22180,25327,13176,11624,6130,6110,7559,8936,12871,11359,29213,29357,10470,10408,5006,5664,21949,22559,19049,19108,8588,10487,13675,14237,19123,17786,20665,18166,23884,25855,14457,14196
21695,22552,10445,9292,5368,5309,8115,9678,11135,9618,28043,26500,10871,9258,3959,4571,21320,20191,15966,16853,7702,7672,12353,12991,14638,15481,15288,15362,18473,17497,12483,9843
26362,28642,13145,12055,6563,6197,6991,8722,13466,13523,31722,32186,11561,10694,5243,6307,21803,23328,17765,17922,8917,9156,13286,13878,19323,19175,17620,17093,23264,25937,14557,13706
23863,23886,13257,12246,6158,6147,6983,9355,13071,12889,29769,30996,10380,9885,5310,6075,21120,22929,18940,17987,8392,9838,13585,13251,16796,18444,18184,17533,22521,25973,12539,12881
28486,30425,15586,15560,7252,7152,9373,10876,15556,13514,39478,36580,13191,13388,7650,7103,28100,26502,22409,22864,10912,11785,16315,15008,18283,20737,24770,20420,25331,28356,16255,15219
19649,21213,11162,11167,5964,5524,8186,9116,13840,11297,29199,28402,10097,8959,4677,4690,20655,19898,17379,16166,8014,9248,11639,11686,18180,17096,17513,15000,20315,23596,14293,12259
27801,26813,14050,12419,6443,6421,8903,11194,13623,13300,29757,31409,11410,10362,4919,6292,21609,22619,18464,18254,9237,9667,12735,12721,18784,20583,22306,19139,23421,24087,13720,13551
23080,28187,12020,11036,7147,7139,8111,9539,15105,12367,32470,34901,11821,10134,4953,5184,22691,20852,17680,18389,8675,10693,14605,14591,17409,17342,20192,16875,23107,26993,17026,15379
25116,27000,13488,11766,6542,6165,7811,9600,13870,11721,30618,30086,11233,9855,5620,6078,23745,23990,19617,19504,8768,8945,13234,12768,19093,20414,20747,16678,21885,23410,14317,13174
22146,20796,12165,11947,5746,5371,5510,7496,14422,12829,29281,30697,10321,9949,4321,5414,22648,22465,17903,18111,9338,10729,12786,12938,17904,18094,18344,17111,23568,25109,11963,12342
20216,21990,13778,13513,5892,5879,6862,8001,14599,11044,29203,25608,9422,7424,4823,5940,22184,23662,19324,19746,10218,10696,13776,13708,20415,20034,22576,19714,21820,23939,16846,15045
27652,30283,13361,12677,7091,6161,6773,7668,15931,13925,29953,31154,11941,10446,5478,6164,20549,23538,17037,16649,9263,9953,13873,13569,17685,16841,18393,17399,23826,24697,15419,13153
22832,25956,14199,14059,7671,7187,8427,10554,17538,13831,35459,34532,11027,9560,5911,6189,27975,27619,22352,21898,9514,11994,15915,14810,19878,20893,21931,21145,26029,29397,16077,13914
21333,25178,11602,11554,6724,6695,7095,8796,14412,11969,29389,28503,11187,10819,4134,5283,20375,20949,17261,16500,8191,8285,12051,12224,15957,17066,19027,17742,23028,23765,13436,12237
24270,25488,11767,10653,5523,5486,6938,9647,12181,10745,29011,28489,12170,10788,4460,5079,19231,19479,16331,16060,7752,8693,11693,12338,16037,14068,16226,15295,20828,22647,13606,13890
29563,32356,14574,13848,7393,7363,10677,12277,18251,15028,35173,37724,12873,12691,6788,7524,26376,25666,22506,23615,10575,12407,16873,15976,22734,22536,20629,20644,26333,28044,16063,14634
18754,15444,10240,9003,5462,5371,9158,10403,9871,7794,28639,22072,9159,8174,4870,5482,20818,20962,16757,18579,8412,8408,12408,12669,12815,11787,16468,14499,20218,14736,7926,8196
22972,23918,13789,13542,6168,5765,8198,9516,13820,12358,28801,27404,11369,10301,5375,6229,22615,22319,19961,20351,9423,10391,13697,13366,18776,18868,19992,17580,23070,23276,12832,13444
29105,27843,15445,14761,6439,6567,7478,11258,17385,14992,38336,38740,12047,11842,5932,6344,27779,26502,23872,23914,11673,11689,16850,16124,19655,20751,22195,19699,29034,28841,16000,18165
24157,24708,13460,12760,6620,6318,6840,9719,15372,13010,31315,30533,10914,10382,4855,5210,25914,25264,18594,19693,9344,10321,14230,12909,19664,19539,18833,19039,23573,24187,14413,14525
23176,24489,12401,12689,6297,6137,6315,8126,13776,12984,30193,32325,10744,9722,3922,4468,19741,20218,17529,17822,8662,9037,12679,12372,16167,16681,18463,16939,21699,22438,12401,12068
18028,20089,11564,10223,5638,5626,7637,10046,11104,9254,24551,25493,10352,9687,3752,4799,17916,18678,14642,15451,7111,7829,10674,10410,14786,13838,16778,15489,17740,19502,9955,9404
30944,30720,16436,15327,6754,6960,7523,9614,16335,16313,31952,36352,13100,12744,6655,7326,28819,28280,23308,24680,11723,12126,15929,16316,21191,21962,23236,21783,24837,27215,15573,15402
21904,23135,10918,10636,6089,5616,8957,11361,13567,12670,32059,29047,12323,10066,4821,5706,18700,19742,17229,16109,8260,8429,12550,12175,15639,16464,17436,16849,20537,22263,13263,11448
22530,23257,11770,11351,5619,5649,5509,7857,13558,11109,29846,26467,9893,7530,4258,4601,20124,20421,16157,17323,8640,10316,12020,12353,18276,18756,21301,20580,23040,22246,15214,15189
25810,25084,13304,12092,6492,6195,8521,8724,15266,11659,30832,25491,11462,10799,5441,5744,24902,23136,21841,21713,9032,10185,12937,12455,21473,21907,19706,21017,27057,22525,17348,15530
21839,22479,10770,8629,5548,5570,7397,8165,11984,9815,25304,26106,9450,8590,4257,5348,18719,20307,14973,14814,6682,7609,11554,11482,15484,14895,14472,14150,17724,19125,10850,9843
31500,36155,14647,12355,7998,7450,9752,11489,17096,14642,37350,37401,13820,12544,5384,7004,28695,28890,21628,22076,11473,11801,16973,17126,22453,22370,24146,20818,25355,28118,15727,12864
22752,25736,13430,12270,6463,6102,8332,9392,14047,11702,29436,28585,11142,10604,5150,5891,24189,23071,16267,18702,8258,9496,13093,12599,19467,19276,17954,18087,23429,22714,12827,13065
20745,22188,11487,9851,6364,5964,7179,9206,12769,11485,26807,26806,9802,9949,4367,5290,20363,20107,15085,15653,7259,7980,11896,12072,16920,17332,17148,17409,19715,22329,12807,11167
18868,20039,11660,10525,5040,5164,7761,8433,11912,6750,31605,24166,10595,10172,4829,5265,18346,19233,16876,16125,7250,7959,12325,12938,12111,12022,16082,13154,18714,15878,10959,11118
24680,27486,13569,11876,6523,6426,8461,11017,15832,13558,31325,31858,11756,10528,6309,6666,23340,22576,19538,19647,9523,9206,14530,13847,19017,19655,19935,20189,23375,25645,14472,13352
28735,30210,15266,14489,7133,6366,7672,9016,15048,12761,36999,33246,11496,10588,5907,6552,26706,26853,22130,21320,11525,12218,16124,15605,21335,20969,24393,22285,27411,29155,16235,14390
20404,23028,10287,9955,6295,5912,8145,9593,12798,10360,28789,27715,11911,10590,4876,5175,19890,19956,16286,14962,7638,8196,11829,12524,15624,16724,16616,13997,20943,22166,10927,11607
22992,25363,11882,10337,5622,5352,6524,7738,13143,11086,29503,27774,10861,9813,5190,5954,21474,22657,17941,16835,7278,9156,14037,13689,16876,16110,17184,15939,22214,22387,12288,13264
34502,40660,17068,17755,8022,7449,8915,11133,20121,16887,42746,40438,15206,14276,5945,7026,27848,27909,22297,23085,11935,11615,16533,16676,21509,22961,25736,22414,32037,34971,17228,17292
21776,22687,12473,11842,6412,5548,7333,9618,13525,11511,33423,31222,10497,10195,5621,5844,21949,22312,18696,19024,9559,9906,13959,14382,18366,19015,19344,16425,22791,23888,12125,11917
18391,17511,8601,7877,4627,4783,6058,7783,9843,5848,23072,20137,8182,7870,5297,5604,16992,17696,14158,15427,5081,5978,10230,10883,11282,11297,13195,12495,17515,17249,10055,9507
26910,24051,12351,12657,6576,6080,6880,9211,13983,12109,30459,29274,10806,9563,4657,5751,21159,20616,18221,16857,9052,9493,12998,13337,17536,18211,16676,15532,21484,23560,12464,12913
23239,24929,12127,11873,6455,6204,8721,10663,12859,11840,32319,31301,11620,10822,5825,6561,20780,21121,17525,17323,8886,10293,13999,14081,16373,16019,17935,15880,21635,23639,13588,13259
29681,29836,15411,15266,7188,6913,9005,10993,15761,13835,36118,34552,12015,11693,5498,6104,25297,23270,20872,20399,9960,10448,16328,15928,19370,19886,21961,21224,24562,25278,15258,14321
