-0.890775,-0.891716,-0.893124,-0.894613,-0.896022,-0.897488,-0.898739,-0.90002,-0.901272,-0.902468
-0.890421,-0.891482,-0.892938,-0.894507,-0.895931,-0.897427,-0.898974,-0.900456,-0.901854,-0.902951
-0.888247,-0.888417,-0.889118,-0.889804,-0.890466,-0.891116,-0.891773,-0.892453,-0.893168,-0.893936
-0.882755,-0.883595,-0.884958,-0.886418,-0.887964,-0.889314,-0.890632,-0.892027,-0.893258,-0.894456
-0.885192,-0.885278,-0.886021,-0.886948,-0.887951,-0.889077,-0.890291,-0.891528,-0.892726,-0.893896
-0.887735,-0.888811,-0.890341,-0.891846,-0.89325,-0.894658,-0.895836,-0.896959,-0.898023,-0.899049
-0.889945,-0.890553,-0.891727,-0.893088,-0.894389,-0.895576,-0.896664,-0.897667,-0.898602,-0.899482
-0.890074,-0.890956,-0.892338,-0.893762,-0.894964,-0.896174,-0.897199,-0.898252,-0.899171,-0.900072
-0.88522,-0.886222,-0.887705,-0.889366,-0.890962,-0.892499,-0.894009,-0.89549,-0.896759,-0.897964
-0.89127,-0.891734,-0.89302,-0.894678,-0.89611,-0.897653,-0.89897,-0.900227,-0.901353,-0.902514
-0.883387,-0.884217,-0.885546,-0.886896,-0.888185,-0.889421,-0.890615,-0.891783,-0.892906,-0.894011
-0.885762,-0.886476,-0.88767,-0.888827,-0.890028,-0.891091,-0.892259,-0.893357,-0.894514,-0.895723
-0.893376,-0.89387,-0.894995,-0.896369,-0.897666,-0.899024,-0.900431,-0.901784,-0.903085,-0.904221
-0.887463,-0.888505,-0.890177,-0.891666,-0.893085,-0.89443,-0.895714,-0.896935,-0.898071,-0.899145
-0.891043,-0.89196,-0.893282,-0.89455,-0.895728,-0.896745,-0.897693,-0.898591,-0.899449,-0.900288
-0.898514,-0.899292,-0.900531,-0.901836,-0.903318,-0.904744,-0.906138,-0.907216,-0.908181,-0.90899
-0.884438,-0.885299,-0.886461,-0.887795,-0.889019,-0.890276,-0.891486,-0.892643,-0.893708,-0.894699
