-0.882398,-0.885045,-0.887921,-0.890948,-0.89369,-0.895945,-0.897994,-0.899992,-0.90168,-0.903308,-0.904876,-0.906438,-0.907755,-0.908895,-0.909776,-0.910495,-0.9111,-0.911656,-0.912215,-0.912821,-0.91356,-0.914589,-0.915626,-0.916587,-0.917449,-0.918255,-0.919138,-0.91974,-0.920551,-0.921098,-0.921595,-0.922048,-0.92239,-0.922627,-0.922909,-0.923124,-0.923282,-0.923399,-0.923496,-0.923696,-0.923885,-0.923833,-0.924035,-0.924131,-0.924249,-0.924392,-0.924569,-0.92467,-0.92482,-0.92514
-0.841525,-0.842786,-0.844245,-0.845827,-0.847175,-0.848703,-0.850168,-0.851678,-0.853143,-0.854449,-0.85573,-0.856964,-0.858138,-0.859183,-0.860164,-0.861096,-0.86198,-0.862821,-0.863614,-0.864379,-0.865104,-0.865803,-0.866473,-0.867122,-0.86775,-0.868355,-0.868941,-0.869511,-0.870059,-0.87059,-0.8711,-0.871599,-0.872078,-0.872544,-0.872994,-0.87343,-0.87385,-0.874257,-0.874653,-0.875035,-0.875405,-0.875769,-0.876115,-0.87645,-0.876775,-0.877087,-0.877394,-0.877695,-0.877989,-0.878275
-0.880443,-0.882235,-0.884602,-0.886696,-0.88887,-0.89083,-0.892973,-0.894719,-0.896306,-0.897757,-0.899085,-0.900336,-0.901519,-0.90265,-0.903755,-0.904855,-0.905952,-0.907043,-0.908025,-0.909055,-0.910162,-0.911066,-0.911855,-0.912542,-0.913161,-0.913729,-0.91437,-0.914871,-0.915333,-0.915794,-0.916241,-0.916574,-0.917039,-0.917343,-0.917628,-0.917892,-0.91814,-0.918385,-0.918638,-0.918898,-0.919162,-0.919436,-0.91984,-0.92012,-0.920396,-0.92064,-0.920843,-0.920994,-0.921107,-0.921188
-0.875561,-0.877432,-0.880044,-0.882288,-0.884708,-0.886741,-0.888992,-0.891115,-0.893242,-0.89526,-0.897337,-0.899147,-0.900672,-0.902058,-0.903306,-0.904452,-0.905381,-0.906354,-0.907132,-0.907858,-0.908685,-0.90935,-0.909999,-0.910621,-0.911203,-0.911859,-0.912331,-0.912769,-0.913312,-0.913693,-0.914067,-0.914559,-0.9149,-0.915232,-0.915564,-0.915903,-0.916245,-0.916589,-0.916934,-0.917278,-0.917616,-0.917953,-0.918295,-0.91863,-0.918949,-0.919251,-0.919537,-0.919816,-0.920074,-0.920326
-0.860491,-0.863593,-0.867473,-0.870674,-0.873901,-0.876591,-0.878838,-0.881061,-0.883058,-0.884908,-0.886546,-0.888268,-0.889815,-0.891382,-0.892913,-0.894437,-0.895746,-0.896975,-0.898182,-0.899192,-0.900197,-0.901059,-0.901656,-0.90234,-0.90288,-0.903516,-0.904117,-0.904572,-0.905144,-0.905584,-0.906148,-0.906586,-0.907135,-0.907531,-0.908041,-0.9084,-0.908876,-0.909208,-0.909659,-0.909971,-0.910275,-0.910572,-0.91087,-0.911164,-0.91146,-0.911756,-0.912055,-0.912355,-0.912649,-0.912925
-0.867738,-0.870435,-0.873403,-0.87641,-0.878891,-0.881565,-0.883839,-0.8862,-0.888075,-0.89027,-0.892099,-0.893837,-0.895417,-0.896879,-0.898235,-0.899519,-0.900756,-0.901922,-0.902955,-0.903868,-0.904678,-0.905385,-0.906032,-0.906627,-0.907184,-0.907722,-0.908241,-0.908752,-0.909268,-0.909796,-0.910337,-0.910752,-0.91126,-0.911748,-0.912215,-0.912677,-0.913138,-0.91361,-0.914108,-0.914632,-0.915187,-0.915735,-0.916276,-0.916798,-0.917175,-0.917678,-0.91801,-0.918314,-0.918598,-0.918861
-0.879284,-0.880809,-0.882952,-0.885252,-0.887602,-0.889989,-0.892231,-0.894298,-0.896155,-0.897841,-0.899389,-0.900832,-0.902272,-0.903468,-0.904581,-0.905616,-0.906479,-0.907277,-0.908029,-0.908751,-0.90957,-0.910213,-0.910908,-0.911436,-0.911943,-0.912555,-0.913065,-0.913598,-0.914054,-0.914687,-0.915398,-0.916021,-0.916757,-0.917321,-0.917974,-0.91847,-0.919063,-0.919506,-0.92006,-0.920596,-0.920975,-0.921462,-0.921795,-0.922072,-0.922273,-0.922401,-0.922474,-0.922504,-0.922505,-0.922477
-0.855233,-0.857229,-0.859697,-0.861951,-0.863997,-0.866128,-0.868109,-0.869858,-0.871647,-0.873248,-0.874694,-0.876023,-0.877249,-0.878378,-0.87941,-0.880359,-0.88114,-0.881857,-0.882513,-0.883118,-0.883671,-0.884178,-0.884645,-0.885072,-0.885453,-0.885798,-0.886112,-0.886399,-0.886668,-0.886919,-0.887149,-0.887369,-0.887572,-0.887758,-0.887939,-0.888112,-0.888276,-0.888438,-0.888596,-0.888749,-0.888899,-0.889046,-0.889189,-0.88933,-0.889469,-0.889606,-0.889742,-0.889876,-0.890007,-0.890139
-0.87443,-0.875355,-0.877655,-0.880479,-0.883107,-0.885406,-0.887777,-0.89007,-0.892187,-0.893902,-0.895263,-0.896353,-0.897263,-0.89805,-0.898854,-0.899794,-0.900964,-0.902346,-0.903771,-0.905037,-0.906171,-0.907162,-0.908054,-0.90887,-0.909629,-0.910361,-0.911083,-0.911816,-0.912588,-0.913267,-0.913867,-0.914383,-0.914951,-0.915305,-0.91574,-0.915994,-0.916368,-0.916577,-0.91691,-0.917109,-0.917324,-0.917573,-0.917849,-0.918151,-0.918467,-0.918783,-0.919084,-0.919399,-0.919712,-0.92004
-0.873579,-0.876169,-0.879017,-0.88208,-0.885106,-0.88798,-0.890486,-0.892762,-0.894803,-0.896542,-0.898151,-0.899584,-0.900857,-0.901912,-0.902984,-0.903879,-0.904729,-0.905558,-0.906372,-0.907179,-0.907989,-0.908818,-0.909682,-0.910389,-0.911211,-0.911901,-0.912707,-0.913376,-0.91412,-0.914696,-0.915413,-0.915898,-0.916457,-0.91678,-0.917184,-0.91743,-0.917778,-0.917996,-0.918343,-0.918578,-0.918957,-0.919239,-0.919558,-0.919884,-0.920289,-0.920546,-0.920794,-0.92105,-0.921325,-0.921627
